user_id,name,age,join_date,connections,degree_centrality,betweenness_centrality,closeness_centrality,eigenvector_centrality,pagerank,community
15,User_15,27,2020-01-16,4,0.04040404040404041,0.004570000092034992,0.4267241379310345,0.07514381011352314,0.006281864088868036,3
16,User_16,57,2020-01-17,10,0.10101010101010102,0.023753467795753016,0.4583333333333333,0.11099637435075183,0.014005652738685722,2
17,User_17,63,2020-01-18,4,0.04040404040404041,0.0019623986992752676,0.40408163265306124,0.060464001843276216,0.006246477083360731,2
18,User_18,41,2020-01-19,5,0.05050505050505051,0.007879734178750717,0.43043478260869567,0.08199136073737585,0.00786335544743457,1
19,User_19,52,2020-01-20,11,0.11111111111111112,0.022954781354663365,0.44594594594594594,0.11113260242087537,0.015328136172510673,2
20,User_20,61,2020-01-21,5,0.05050505050505051,0.00798247576433159,0.43043478260869567,0.09790281156007685,0.00764078482180902,0
21,User_21,40,2020-01-22,4,0.04040404040404041,0.0007002319927489997,0.41596638655462187,0.09251193359842766,0.006165718166688214,0
22,User_22,34,2020-01-23,12,0.12121212121212122,0.026006684514046016,0.43612334801762115,0.08977073982521443,0.01672755659919939,3
23,User_23,18,2020-01-24,5,0.05050505050505051,0.0036402970433635994,0.391304347826087,0.06325087346862505,0.007841659337592616,2
24,User_24,48,2020-01-25,7,0.07070707070707072,0.009080874071455285,0.4342105263157895,0.0950194927340595,0.010081239855881089,0
25,User_25,48,2020-01-26,13,0.13131313131313133,0.038325974729172756,0.46919431279620855,0.1384597938499936,0.01817486161211811,0
26,User_26,59,2020-01-27,9,0.09090909090909091,0.019977973471469013,0.42857142857142855,0.07837279610523033,0.013101571610430454,2
27,User_27,59,2020-01-28,8,0.08080808080808081,0.010893324542519399,0.4107883817427386,0.06570339076626208,0.011661736209547,1
28,User_28,51,2020-01-29,4,0.04040404040404041,0.0026873481330096506,0.396,0.04747089000576903,0.006320618275706095,2
29,User_29,26,2020-01-30,7,0.07070707070707072,0.013730296252324093,0.4439461883408072,0.08577711843714535,0.010194897709605003,2
30,User_30,39,2020-01-31,7,0.07070707070707072,0.01140122984457088,0.43043478260869567,0.09135321199715167,0.010283893251167546,2
31,User_31,30,2020-02-01,5,0.05050505050505051,0.0039803690232696875,0.4057377049180328,0.061537539263098746,0.0077340300081163256,5
32,User_32,42,2020-02-02,3,0.030303030303030304,0.0008098965156788287,0.3626373626373626,0.030614783896593393,0.005115080207625541,2
33,User_33,35,2020-02-03,5,0.05050505050505051,0.003642842418352623,0.41596638655462187,0.07916494544002456,0.00768529415528532,4
34,User_34,29,2020-02-04,9,0.09090909090909091,0.01690676413936677,0.43805309734513276,0.09071035787616312,0.012936863986486849,4
35,User_35,57,2020-02-05,4,0.04040404040404041,0.00301176714105522,0.376425855513308,0.03471842095586625,0.006465732490990138,1
36,User_36,34,2020-02-06,5,0.05050505050505051,0.005268136965739037,0.39285714285714285,0.04791520387542814,0.007717023632272436,4
37,User_37,32,2020-02-07,5,0.05050505050505051,0.003434817235008157,0.4008097165991903,0.05761306366527273,0.007796975478021382,1
38,User_38,59,2020-02-08,3,0.030303030303030304,0.0012663252042488307,0.4125,0.06738290203414711,0.004998819528560695,1
39,User_39,32,2020-02-09,7,0.07070707070707072,0.008639439173241524,0.4248927038626609,0.07489822551787538,0.010149273968126017,1
40,User_40,32,2020-02-10,4,0.04040404040404041,0.003565588094997944,0.4024390243902439,0.05257321045340147,0.006418072594780104,5
41,User_41,56,2020-02-11,5,0.05050505050505051,0.003559850012945356,0.4024390243902439,0.07135598986895182,0.0077786514001094,0
42,User_42,30,2020-02-12,5,0.05050505050505051,0.003354718073332792,0.3680297397769517,0.034230759640958716,0.007815868008126,4
43,User_43,34,2020-02-13,6,0.06060606060606061,0.004928567220302151,0.42127659574468085,0.07959333268834924,0.00876416903844312,1
44,User_44,49,2020-02-14,5,0.05050505050505051,0.00404056023592891,0.42127659574468085,0.0891732460245255,0.007566645274013864,0
45,User_45,26,2020-02-15,6,0.06060606060606061,0.009850678423405937,0.42127659574468085,0.0627254342972234,0.009005335880362602,3
46,User_46,57,2020-02-16,5,0.05050505050505051,0.005208615529501845,0.4177215189873418,0.06643232962193489,0.007818216763715408,3
47,User_47,37,2020-02-17,5,0.05050505050505051,0.0029845194094262795,0.396,0.05307973016641901,0.007544054035269992,1
48,User_48,43,2020-02-18,6,0.06060606060606061,0.004035904955007773,0.39285714285714285,0.05714598363750973,0.008827042814938856,2
49,User_49,44,2020-02-19,5,0.05050505050505051,0.005049938578274815,0.4008097165991903,0.0681325455322745,0.0078141294381116,0
50,User_50,38,2020-02-20,3,0.030303030303030304,0.000846659009924316,0.38076923076923075,0.038869243487715234,0.0051201544959128195,3
51,User_51,35,2020-02-21,5,0.05050505050505051,0.007179770427964962,0.40408163265306124,0.056233454606132716,0.008031079728921612,1
52,User_52,30,2020-02-22,5,0.05050505050505051,0.0032306407440671663,0.4024390243902439,0.06286502479859502,0.007652327836402544,4
53,User_53,33,2020-02-23,5,0.05050505050505051,0.004701159857788408,0.396,0.06139543273736999,0.0077981025597025225,2
54,User_54,26,2020-02-24,4,0.04040404040404041,0.0025073025691101087,0.376425855513308,0.04614324542143839,0.0065830629805236,0
55,User_55,29,2020-02-25,3,0.030303030303030304,0.0010260525566648012,0.396,0.05395518952251072,0.005117655889738365,4
56,User_56,61,2020-02-26,5,0.05050505050505051,0.007161963674796081,0.42857142857142855,0.09721294724640911,0.007695025285020296,3
57,User_57,55,2020-02-27,3,0.030303030303030304,0.0011272228608412089,0.376425855513308,0.0415104601073238,0.005192760119217694,2
58,User_58,36,2020-02-28,6,0.06060606060606061,0.0047623109726243045,0.4230769230769231,0.09429459171732353,0.008867945228045186,0
59,User_59,24,2020-02-29,6,0.06060606060606061,0.006934081547524909,0.4107883817427386,0.06186780722246812,0.008937592890643064,1
60,User_60,52,2020-03-01,5,0.05050505050505051,0.003153128821668965,0.3793103448275862,0.04931503821416755,0.007701379991647506,0
61,User_61,35,2020-03-02,4,0.04040404040404041,0.002402014196732084,0.36,0.03294022715782124,0.006652584412915725,0
62,User_62,33,2020-03-03,4,0.04040404040404041,0.006997746141412762,0.4107883817427386,0.0637323865467573,0.006524674340008808,0
63,User_63,56,2020-03-04,4,0.04040404040404041,0.0016650678641463102,0.375,0.04309146561830963,0.006336765695913333,2
64,User_64,21,2020-03-05,7,0.07070707070707072,0.013367420069330187,0.44594594594594594,0.08966840171049513,0.010311898261454115,4
65,User_65,42,2020-03-06,3,0.030303030303030304,0.0012560626729021358,0.37358490566037733,0.038084076708879325,0.0051721852522114255,0
66,User_66,49,2020-03-07,5,0.05050505050505051,0.0029662588232458875,0.4024390243902439,0.06623101389517294,0.007512528308298289,2
67,User_67,57,2020-03-08,4,0.04040404040404041,0.002230656756581959,0.4024390243902439,0.06823058219708047,0.0064723276711778945,5
68,User_68,30,2020-03-09,5,0.05050505050505051,0.005709164968329211,0.4090909090909091,0.0598149920194474,0.007658376709992054,0
69,User_69,62,2020-03-10,6,0.06060606060606061,0.006197041341212493,0.4090909090909091,0.06832815537943776,0.009071047467528258,1
70,User_70,34,2020-03-11,5,0.05050505050505051,0.006022867145708626,0.375,0.034204175524054525,0.008015868976397797,3
71,User_71,54,2020-03-12,6,0.06060606060606061,0.00452049303334081,0.41596638655462187,0.07357863492365005,0.00880493090895726,1
72,User_72,23,2020-03-13,3,0.030303030303030304,0.0011409260017794334,0.4090909090909091,0.06745175107950377,0.0050887463321661365,3
73,User_73,36,2020-03-14,4,0.04040404040404041,0.0028552510386152933,0.3548387096774194,0.026308173486934903,0.006726819440242799,0
74,User_74,30,2020-03-15,4,0.04040404040404041,0.00024080169124456862,0.4194915254237288,0.09740461590757889,0.006098018235557618,0
75,User_75,43,2020-03-16,3,0.030303030303030304,0.0006754531800913991,0.3626373626373626,0.0320493977854685,0.005278660861853652,1
76,User_76,31,2020-03-17,6,0.06060606060606061,0.006852188748077535,0.4074074074074074,0.05853244402076905,0.009042313932361155,2
77,User_77,48,2020-03-18,4,0.04040404040404041,0.0031687310268475447,0.39759036144578314,0.05066728192957377,0.006363220897935827,1
78,User_78,21,2020-03-19,5,0.05050505050505051,0.005847432022591081,0.4125,0.0637622884675114,0.007921389380424448,0
79,User_79,56,2020-03-20,4,0.04040404040404041,0.0023954188920175304,0.3944223107569721,0.05312453321975557,0.006408053489799123,1
80,User_80,25,2020-03-21,5,0.05050505050505051,0.005785794396315323,0.4024390243902439,0.05623141090797572,0.007832154247149795,1
81,User_81,42,2020-03-22,6,0.06060606060606061,0.00804297440996098,0.4008097165991903,0.046805240286106976,0.00905699118938505,4
82,User_82,30,2020-03-23,3,0.030303030303030304,0.0002568998809600313,0.3793103448275862,0.05024551249698801,0.0050630579371607806,0
83,User_83,49,2020-03-24,4,0.04040404040404041,0.0018855420215964434,0.41596638655462187,0.07144742867332124,0.006277066059634382,1
84,User_84,55,2020-03-25,4,0.04040404040404041,0.0024176978567825805,0.4024390243902439,0.05966323417392143,0.006355266962032691,0
85,User_85,55,2020-03-26,6,0.06060606060606061,0.010331789822246293,0.43043478260869567,0.08200756862281297,0.00898335105586737,3
86,User_86,45,2020-03-27,3,0.030303030303030304,0.0003342719564177481,0.41422594142259417,0.07591233946068696,0.004911397656687756,4
87,User_87,47,2020-03-28,5,0.05050505050505051,0.0027950563693329693,0.4008097165991903,0.06485872955582737,0.0075046292389908415,0
88,User_88,20,2020-03-29,3,0.030303030303030304,0.0009919900020150644,0.358695652173913,0.027226769674467077,0.0052511778186805,1
89,User_89,45,2020-03-30,6,0.06060606060606061,0.005519323664036094,0.375,0.02996464815883877,0.00951550234298406,3
90,User_90,20,2020-03-31,3,0.030303030303030304,0.0006075494170732265,0.34494773519163763,0.027490312237136365,0.005309858480303528,0
91,User_91,62,2020-04-01,3,0.030303030303030304,0.0004661123708742757,0.40408163265306124,0.06130815550192343,0.005110895636046477,1
92,User_92,51,2020-04-02,4,0.04040404040404041,0.0014352712646654728,0.36,0.030960971019896342,0.00653858277206196,3
93,User_93,33,2020-04-03,3,0.030303030303030304,0.0006709063297033948,0.4230769230769231,0.06447625581918963,0.00495521482891673,3
94,User_94,39,2020-04-04,4,0.04040404040404041,0.0017051124967018593,0.376425855513308,0.04900492982308911,0.006565054427112732,5
95,User_95,49,2020-04-05,4,0.04040404040404041,0.0013074616352291059,0.38372093023255816,0.0549290295107501,0.00635388868602563,2
96,User_96,55,2020-04-06,3,0.030303030303030304,0.0015198709076260095,0.3680297397769517,0.028892020759036654,0.005357994106705743,1
97,User_97,25,2020-04-07,3,0.030303030303030304,0.0010717869861527323,0.3639705882352941,0.031710609281419805,0.005227420738713228,2
98,User_98,25,2020-04-08,5,0.05050505050505051,0.0028268313441789936,0.42127659574468085,0.07734749435193482,0.0075044584849065015,2
99,User_99,23,2020-04-09,3,0.030303030303030304,0.0008507881923157124,0.391304347826087,0.04804675296788618,0.0051337539062730544,3
